"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","#A03504","","#A03506",""
"地域 コード","地域","調査年 コード","調査年","/項目","#A03504_15歳未満人口割合【％】","注釈","#A03506_65歳以上人口割合【％】","注釈"
"20422","長野県 上松町","1985100000","1985年度","","18.263","","16.920",""
"20422","長野県 上松町","1980100000","1980年度","","20.146","","14.659",""
"20423","長野県 南木曽町","2015100000","2015年度","","10.805","","40.645",""
"20423","長野県 南木曽町","2010100000","2010年度","","10.936","","36.965",""
"20423","長野県 南木曽町","2005100000","2005年度","","11.531","","34.956",""
"20423","長野県 南木曽町","2000100000","2000年度","","12.379","","32.425",""
"20423","長野県 南木曽町","1995100000","1995年度","","14.398","","28.010",""
"20423","長野県 南木曽町","1990100000","1990年度","","16.460","","23.494",""
"20423","長野県 南木曽町","1985100000","1985年度","","17.766","","19.296",""
"20423","長野県 南木曽町","1980100000","1980年度","","19.446","","15.913",""
"20425","長野県 木祖村","2015100000","2015年度","","10.800","","39.713",""
"20425","長野県 木祖村","2010100000","2010年度","","10.625","","35.163",""
"20425","長野県 木祖村","2005100000","2005年度","","10.890","","33.591",""
"20425","長野県 木祖村","2000100000","2000年度","","12.792","","29.199",""
"20425","長野県 木祖村","1995100000","1995年度","","15.383","","23.622",""
"20425","長野県 木祖村","1990100000","1990年度","","16.442","","17.791",""
"20425","長野県 木祖村","1985100000","1985年度","","18.898","","13.710",""
"20425","長野県 木祖村","1980100000","1980年度","","20.525","","12.148",""
"20429","長野県 王滝村","2015100000","2015年度","","6.794","","38.975",""
"20429","長野県 王滝村","2010100000","2010年度","","10.570","","35.233",""
"20429","長野県 王滝村","2005100000","2005年度","","12.853","","31.996",""
"20429","長野県 王滝村","2000100000","2000年度","","16.017","","26.473",""
"20429","長野県 王滝村","1995100000","1995年度","","13.880","","22.403",""
"20429","長野県 王滝村","1990100000","1990年度","","16.384","","17.998",""
"20429","長野県 王滝村","1985100000","1985年度","","12.412","","11.358",""
"20429","長野県 王滝村","1980100000","1980年度","","16.063","","10.351",""
"20430","長野県 大桑村","2015100000","2015年度","","10.092","","40.235",""
"20430","長野県 大桑村","2010100000","2010年度","","11.628","","36.671",""
"20430","長野県 大桑村","2005100000","2005年度","","13.058","","33.251",""
"20430","長野県 大桑村","2000100000","2000年度","","14.214","","29.790",""
"20430","長野県 大桑村","1995100000","1995年度","","15.234","","24.746",""
"20430","長野県 大桑村","1990100000","1990年度","","16.512","","20.523",""
"20430","長野県 大桑村","1985100000","1985年度","","18.003","","16.088",""
"20430","長野県 大桑村","1980100000","1980年度","","20.472","","13.607",""
"20432","長野県 木曽町","2015100000","2015年度","","10.189","","38.779",""
"20432","長野県 木曽町","2010100000","2010年度","","11.088","","34.984",""
"20432","長野県 木曽町","2005100000","2005年度","","12.230","","31.475",""
"20432","長野県 木曽町","2000100000","2000年度","","13.211","","27.136",""
"20432","長野県 木曽町","1995100000","1995年度","","14.611","","23.224",""
"20432","長野県 木曽町","1990100000","1990年度","","16.271","","18.804",""
"20432","長野県 木曽町","1985100000","1985年度","","18.746","","15.441",""
"20432","長野県 木曽町","1980100000","1980年度","","20.022","","13.027",""
"20446","長野県 麻績村","2015100000","2015年度","","8.895","","43.400",""
"20446","長野県 麻績村","2010100000","2010年度","","10.000","","40.606",""
"20446","長野県 麻績村","2005100000","2005年度","","10.955","","37.859",""
"20446","長野県 麻績村","2000100000","2000年度","","10.935","","34.927",""
"20446","長野県 麻績村","1995100000","1995年度","","12.432","","31.323",""
"20446","長野県 麻績村","1990100000","1990年度","","14.108","","23.992",""
"20446","長野県 麻績村","1985100000","1985年度","","16.925","","20.289",""
"20446","長野県 麻績村","1980100000","1980年度","","19.895","","17.480",""
"20448","長野県 生坂村","2015100000","2015年度","","10.309","","40.098",""
"20448","長野県 生坂村","2010100000","2010年度","","9.882","","39.478",""
"20448","長野県 生坂村","2005100000","2005年度","","10.509","","37.037",""
"20448","長野県 生坂村","2000100000","2000年度","","11.921","","34.520",""
"20448","長野県 生坂村","1995100000","1995年度","","12.857","","30.363",""
"20448","長野県 生坂村","1990100000","1990年度","","13.148","","24.653",""
"20448","長野県 生坂村","1985100000","1985年度","","15.427","","20.317",""
"20448","長野県 生坂村","1980100000","1980年度","","17.441","","17.664",""
"20450","長野県 山形村","2015100000","2015年度","","15.104","","26.849",""
"20450","長野県 山形村","2010100000","2010年度","","15.418","","22.564",""
"20450","長野県 山形村","2005100000","2005年度","","16.046","","20.708",""
"20450","長野県 山形村","2000100000","2000年度","","16.221","","20.283",""
"20450","長野県 山形村","1995100000","1995年度","","17.897","","19.048",""
"20450","長野県 山形村","1990100000","1990年度","","19.975","","16.029",""
"20450","長野県 山形村","1985100000","1985年度","","22.937","","14.157",""
"20450","長野県 山形村","1980100000","1980年度","","22.194","","13.231",""
"20451","長野県 朝日村","2015100000","2015年度","","11.385","","30.099",""
"20451","長野県 朝日村","2010100000","2010年度","","13.963","","26.577",""
"20451","長野県 朝日村","2005100000","2005年度","","17.005","","23.631",""
"20451","長野県 朝日村","2000100000","2000年度","","19.091","","22.311",""
"20451","長野県 朝日村","1995100000","1995年度","","18.278","","21.350",""
"20451","長野県 朝日村","1990100000","1990年度","","18.398","","18.672",""
"20451","長野県 朝日村","1985100000","1985年度","","18.775","","16.268",""
"20451","長野県 朝日村","1980100000","1980年度","","18.401","","15.374",""
"20452","長野県 筑北村","2015100000","2015年度","","8.584","","41.882",""
"20452","長野県 筑北村","2010100000","2010年度","","10.015","","37.142",""
"20452","長野県 筑北村","2005100000","2005年度","","11.189","","33.059",""
"20452","長野県 筑北村","2000100000","2000年度","","10.597","","30.865",""
"20452","長野県 筑北村","1995100000","1995年度","","12.496","","27.702",""
"20452","長野県 筑北村","1990100000","1990年度","","14.977","","23.836",""
"20452","長野県 筑北村","1985100000","1985年度","","18.288","","19.677",""
"20452","長野県 筑北村","1980100000","1980年度","","19.442","","17.337",""
"20481","長野県 池田町","2015100000","2015年度","","11.163","","36.450",""
"20481","長野県 池田町","2010100000","2010年度","","11.782","","30.913",""
"20481","長野県 池田町","2005100000","2005年度","","12.295","","27.714",""
"20481","長野県 池田町","2000100000","2000年度","","13.108","","25.380",""
"20481","長野県 池田町","1995100000","1995年度","","14.796","","21.518",""
"20481","長野県 池田町","1990100000","1990年度","","17.441","","18.249",""
"20481","長野県 池田町","1985100000","1985年度","","20.701","","15.076",""
"20481","長野県 池田町","1980100000","1980年度","","21.734","","14.354",""
"20482","長野県 松川村","2015100000","2015年度","","12.435","","32.117",""
"20482","長野県 松川村","2010100000","2010年度","","13.841","","26.890",""
"20482","長野県 松川村","2005100000","2005年度","","15.300","","24.057",""
"20482","長野県 松川村","2000100000","2000年度","","15.967","","21.864",""
"20482","長野県 松川村","1995100000","1995年度","","16.379","","18.981",""
"20482","長野県 松川村","1990100000","1990年度","","18.724","","15.989",""
"20482","長野県 松川村","1985100000","1985年度","","21.277","","13.298",""
"20482","長野県 松川村","1980100000","1980年度","","21.812","","11.966",""
"20485","長野県 白馬村","2015100000","2015年度","","11.916","","29.399",""
"20485","長野県 白馬村","2010100000","2010年度","","12.406","","23.498",""
"20485","長野県 白馬村","2005100000","2005年度","","14.463","","21.379",""
"20485","長野県 白馬村","2000100000","2000年度","","16.266","","18.584",""
"20485","長野県 白馬村","1995100000","1995年度","","17.831","","16.652",""
"20485","長野県 白馬村","1990100000","1990年度","","19.854","","14.756",""
"20485","長野県 白馬村","1985100000","1985年度","","21.215","","12.868",""
"20485","長野県 白馬村","1980100000","1980年度","","21.105","","12.397",""
"20486","長野県 小谷村","2015100000","2015年度","","10.296","","37.638",""
"20486","長野県 小谷村","2010100000","2010年度","","11.518","","34.989",""
"20486","長野県 小谷村","2005100000","2005年度","","11.990","","31.250",""
"20486","長野県 小谷村","2000100000","2000年度","","12.371","","27.549",""
"20486","長野県 小谷村","1995100000","1995年度","","14.302","","25.192",""
"20486","長野県 小谷村","1990100000","1990年度","","15.691","","21.413",""
"20486","長野県 小谷村","1985100000","1985年度","","16.855","","17.621",""
"20486","長野県 小谷村","1980100000","1980年度","","18.141","","14.985",""
"20521","長野県 坂城町","2015100000","2015年度","","12.077","","33.118",""
"20521","長野県 坂城町","2010100000","2010年度","","12.899","","28.887",""
"20521","長野県 坂城町","2005100000","2005年度","","13.655","","24.267",""
"20521","長野県 坂城町","2000100000","2000年度","","14.474","","21.331",""
"20521","長野県 坂城町","1995100000","1995年度","","15.320","","18.848",""
"20521","長野県 坂城町","1990100000","1990年度","","17.953","","15.554",""
"20521","長野県 坂城町","1985100000","1985年度","","21.752","","12.832",""
"20521","長野県 坂城町","1980100000","1980年度","","24.040","","11.268",""
"20541","長野県 小布施町","2015100000","2015年度","","13.278","","32.798",""
"20541","長野県 小布施町","2010100000","2010年度","","13.710","","27.962",""
"20541","長野県 小布施町","2005100000","2005年度","","14.263","","24.188",""
"20541","長野県 小布施町","2000100000","2000年度","","15.096","","21.632",""
"20541","長野県 小布施町","1995100000","1995年度","","16.291","","19.316",""
"20541","長野県 小布施町","1990100000","1990年度","","19.286","","17.220",""
"20541","長野県 小布施町","1985100000","1985年度","","22.833","","15.699",""
"20541","長野県 小布施町","1980100000","1980年度","","24.739","","13.092",""
"20543","長野県 高山村","2015100000","2015年度","","12.271","","32.177",""
"20543","長野県 高山村","2010100000","2010年度","","13.169","","26.352",""
"20543","長野県 高山村","2005100000","2005年度","","14.241","","23.870",""
"20543","長野県 高山村","2000100000","2000年度","","15.934","","21.258",""
"20543","長野県 高山村","1995100000","1995年度","","17.677","","18.590",""
"20543","長野県 高山村","1990100000","1990年度","","19.926","","16.249",""
"20543","長野県 高山村","1985100000","1985年度","","22.729","","13.670",""
"20543","長野県 高山村","1980100000","1980年度","","22.551","","11.961",""
"20561","長野県 山ノ内町","2015100000","2015年度","","9.767","","38.024",""
"20561","長野県 山ノ内町","2010100000","2010年度","","10.857","","33.426",""
"20561","長野県 山ノ内町","2005100000","2005年度","","12.398","","29.992",""
"20561","長野県 山ノ内町","2000100000","2000年度","","13.755","","25.975",""
"20561","長野県 山ノ内町","1995100000","1995年度","","15.480","","22.093",""
"20561","長野県 山ノ内町","1990100000","1990年度","","17.879","","17.070",""
"20561","長野県 山ノ内町","1985100000","1985年度","","20.603","","14.008",""
"20561","長野県 山ノ内町","1980100000","1980年度","","22.205","","12.149",""
